,lgtA,lacY,wbgO,LNT I
0,20.999424232415098,14.36234820009288,20.9983125478969,567.055012298083
1,20.605496057066254,13.327112940611261,20.84979688681302,513.4309168389801
2,15.134008037695555,12.722684880889584,20.995259746526806,308.6909060475126
3,14.312872101636575,12.779354037613926,20.995259746526806,287.20503267218817
4,13.728879776992391,12.606231716846057,20.957531663253416,254.48737229367066
5,13.007754670527522,12.273766092744816,20.65348085571574,202.72856413887115
6,8.358160662958968,10.928339037272861,20.950160064923534,134.99641185357189
7,8.465712298047798,10.43302240721051,20.846728014938908,125.58794181083655
8,6.221457472643939,10.042140099732052,20.615052984657915,93.58134464389735
9,5.480931387229109,10.384067668265626,20.99040770958165,92.16938084257286
10,5.006362427816007,10.287170549515436,20.944960793302247,91.04893746134341
11,5.2135115508915995,10.064386085787541,20.921960255371708,89.95370351706376
12,5.748101029566879,10.162378160035818,20.6251495732187,89.81777902905641
13,4.4402554114583515,9.850194070461125,20.04066336266935,84.73410752762187
14,2.1419490224971502,9.052364523026803,20.11504891123109,78.82137261841599
15,1.9314799668672396,8.834051924081809,19.94246397207081,76.82586469235808
16,1.4649527374262865,9.024222216883304,19.71520420054434,76.61856788942654
17,1.7349613322458073,8.785123162600181,19.948263110518617,76.42899746796402
18,1.3645002233764911,8.6891359192521,19.319603197563268,73.24678460314199
19,1.2922187662476188,8.61802870987385,19.262713201357865,72.59431335189015
20,1.2301886909622919,8.7062745510396,19.00564375832863,72.05026564830088
21,1.1697876067999984,8.372154088149168,19.368585228047316,71.57801051958579
22,1.2160568950380561,18.634709931836003,17.16797597395109,13.51150055803144
23,1.4546966418500769,18.555746991004025,16.630095847636138,12.283240184815726
24,1.3075728024530364,18.68161571177643,16.770062478211116,12.115171801445115
25,1.5510575337987609,18.696797131113843,16.630310840728637,11.71332483191946
26,1.7139934925705684,18.725109136958636,16.637423008909046,11.677572888923827
27,2.027159208453134,18.774450403304773,16.609649754347096,11.503977564884186
28,1.876895337305811,18.92777508470122,16.547098269814036,10.587709356136715
29,2.3995384416561634,19.16514637989146,16.457115360935408,9.99844680968052
30,2.5496389000532673,19.444179790863554,16.861695009510424,9.966525378112632
31,2.8582526620988675,19.505456449088978,16.77916693596158,9.88955410035525
